attrition,age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
yes,36,travel_rarely,885,research_development,16,4,life_sciences,1,1042,3,female,43,4,1,laboratory_technician,1,single,2743,8269,1,y,no,16,3,3,80,0,18,1,3,17,13,15,14
no,39,travel_frequently,945,research_development,22,3,medical,1,1043,4,female,82,3,3,manufacturing_director,1,single,10880,5083,1,y,yes,13,3,3,80,0,21,2,3,21,6,2,8
no,33,non_travel,1038,sales,8,1,life_sciences,1,1044,2,female,88,2,1,sales_representative,4,single,2342,21437,0,y,no,19,3,4,80,0,3,2,2,2,2,2,2
no,45,travel_rarely,1234,sales,11,2,life_sciences,1,1045,4,female,90,3,4,manager,4,married,17650,5404,3,y,no,13,3,2,80,1,26,4,4,9,3,1,1
no,32,non_travel,1109,research_development,29,4,medical,1,1046,4,female,69,3,1,laboratory_technician,3,single,4025,11135,9,y,no,12,3,2,80,0,10,2,3,8,7,7,7
no,34,travel_rarely,216,sales,1,4,marketing,1,1047,2,male,75,4,2,sales_executive,4,divorced,9725,12278,0,y,no,11,3,4,80,1,16,2,2,15,1,0,9
no,59,travel_rarely,1089,sales,1,2,technical_degree,1,1048,2,male,66,3,3,manager,4,married,11904,11038,3,y,yes,14,3,3,80,1,14,1,1,6,4,0,4
no,45,travel_rarely,788,human_resources,24,4,medical,1,1049,2,male,36,3,1,human_resources,2,single,2177,8318,1,y,no,16,3,1,80,0,6,3,3,6,3,0,4
no,53,travel_frequently,124,sales,2,3,marketing,1,1050,3,female,38,2,3,sales_executive,2,married,7525,23537,2,y,no,12,3,1,80,1,30,2,3,15,7,6,12
yes,36,travel_rarely,660,research_development,15,3,other,1,1052,1,male,81,3,2,laboratory_technician,3,divorced,4834,7858,7,y,no,14,3,2,80,1,9,3,2,1,0,0,0
yes,26,travel_frequently,342,research_development,2,3,life_sciences,1,1053,1,male,57,3,1,research_scientist,1,married,2042,15346,6,y,yes,14,3,2,80,1,6,2,3,3,2,1,2
no,34,travel_rarely,1333,sales,10,4,life_sciences,1,1055,3,female,87,3,1,sales_representative,3,married,2220,18410,1,y,yes,19,3,4,80,1,1,2,3,1,1,0,0
no,28,travel_rarely,1144,sales,10,1,medical,1,1056,4,male,74,3,1,sales_representative,2,married,1052,23384,1,y,no,22,4,2,80,0,1,5,3,1,0,0,0
no,38,travel_frequently,1186,research_development,3,4,other,1,1060,3,male,44,3,1,research_scientist,3,married,2821,2997,3,y,no,16,3,1,80,1,8,2,3,2,2,2,2
no,50,travel_rarely,1464,research_development,2,4,medical,1,1061,2,male,62,3,5,research_director,3,married,19237,12853,2,y,yes,11,3,4,80,1,29,2,2,8,1,7,7
no,37,travel_rarely,124,research_development,3,3,other,1,1062,4,female,35,3,2,healthcare_representative,2,single,4107,13848,3,y,no,15,3,1,80,0,8,3,2,4,3,0,1
no,40,travel_rarely,300,sales,26,3,marketing,1,1066,3,male,74,3,2,sales_executive,1,married,8396,22217,1,y,no,14,3,2,80,1,8,3,2,7,7,7,5
no,26,travel_frequently,921,research_development,1,1,medical,1,1068,1,female,66,2,1,research_scientist,3,divorced,2007,25265,1,y,no,13,3,3,80,2,5,5,3,5,3,1,3
no,46,travel_rarely,430,research_development,1,4,medical,1,1069,4,male,40,3,5,research_director,4,divorced,19627,21445,9,y,no,17,3,4,80,2,23,0,3,2,2,2,2
no,54,travel_rarely,1082,sales,2,4,life_sciences,1,1070,3,female,41,2,3,sales_executive,3,married,10686,8392,6,y,no,11,3,2,80,1,13,4,3,9,4,7,0
no,56,travel_frequently,1240,research_development,9,3,medical,1,1071,1,female,63,3,1,research_scientist,3,married,2942,12154,2,y,no,19,3,2,80,1,18,4,3,5,4,0,3
no,36,travel_rarely,796,research_development,12,5,medical,1,1073,4,female,51,2,3,manufacturing_director,4,single,8858,15669,0,y,no,11,3,2,80,0,15,2,2,14,8,7,8
no,55,non_travel,444,research_development,2,1,medical,1,1074,3,male,40,2,4,manager,1,single,16756,17323,7,y,no,15,3,2,80,0,31,3,4,9,7,6,2
no,43,travel_rarely,415,sales,25,3,medical,1,1076,3,male,79,2,3,sales_executive,4,divorced,10798,5268,5,y,no,13,3,3,80,1,18,5,3,1,0,0,0
yes,20,travel_frequently,769,sales,9,3,marketing,1,1077,4,female,54,3,1,sales_representative,4,single,2323,17205,1,y,yes,14,3,2,80,0,2,3,3,2,2,0,2
yes,21,travel_rarely,1334,research_development,10,3,life_sciences,1,1079,3,female,36,2,1,laboratory_technician,1,single,1416,17258,1,y,no,13,3,1,80,0,1,6,2,1,0,1,0
no,46,travel_rarely,1003,research_development,8,4,life_sciences,1,1080,4,female,74,2,2,research_scientist,1,divorced,4615,21029,8,y,yes,23,4,1,80,3,19,2,3,16,13,1,7
yes,51,travel_rarely,1323,research_development,4,4,life_sciences,1,1081,1,male,34,3,1,research_scientist,3,married,2461,10332,9,y,yes,12,3,3,80,3,18,2,4,10,0,2,7
yes,28,non_travel,1366,research_development,24,2,technical_degree,1,1082,2,male,72,2,3,healthcare_representative,1,single,8722,12355,1,y,no,12,3,1,80,0,10,2,2,10,7,1,9
no,26,travel_rarely,192,research_development,1,2,medical,1,1083,1,male,59,2,1,laboratory_technician,1,married,3955,11141,1,y,no,16,3,1,80,2,6,2,3,5,3,1,3
no,30,travel_rarely,1176,research_development,20,3,other,1,1084,3,male,85,3,2,manufacturing_director,1,married,9957,9096,0,y,no,15,3,3,80,1,7,1,2,6,2,0,2
no,41,travel_rarely,509,research_development,7,2,technical_degree,1,1085,2,female,43,4,1,research_scientist,3,married,3376,18863,1,y,no,13,3,3,80,0,10,3,3,10,6,0,8
no,38,travel_rarely,330,research_development,17,1,life_sciences,1,1088,3,female,65,2,3,healthcare_representative,3,married,8823,24608,0,y,no,18,3,1,80,1,20,4,2,19,9,1,9
no,40,travel_rarely,1492,research_development,20,4,technical_degree,1,1092,1,male,61,3,3,healthcare_representative,4,married,10322,26542,4,y,no,20,4,4,80,1,14,6,3,11,10,11,1
no,27,non_travel,1277,research_development,8,5,life_sciences,1,1094,1,male,87,1,1,laboratory_technician,3,married,4621,5869,1,y,no,19,3,4,80,3,3,4,3,3,2,1,2
no,55,travel_frequently,1091,research_development,2,1,life_sciences,1,1096,4,male,65,3,3,manufacturing_director,2,married,10976,15813,3,y,no,18,3,2,80,1,23,4,3,3,2,1,2
no,28,travel_rarely,857,research_development,10,3,other,1,1097,3,female,59,3,2,research_scientist,3,single,3660,7909,3,y,no,13,3,4,80,0,10,4,4,8,7,1,7
yes,44,travel_rarely,1376,human_resources,1,2,medical,1,1098,2,male,91,2,3,human_resources,1,married,10482,2326,9,y,no,14,3,4,80,1,24,1,3,20,6,3,6
no,33,travel_rarely,654,research_development,5,3,life_sciences,1,1099,4,male,34,2,3,healthcare_representative,4,divorced,7119,21214,4,y,no,15,3,3,80,1,9,2,3,3,2,1,2
yes,35,travel_rarely,1204,sales,4,3,technical_degree,1,1100,4,male,86,3,3,sales_executive,1,single,9582,10333,0,y,yes,22,4,1,80,0,9,2,3,8,7,4,7
yes,33,travel_frequently,827,research_development,29,4,medical,1,1101,1,female,54,2,2,research_scientist,3,single,4508,3129,1,y,no,22,4,2,80,0,14,4,3,13,7,3,8
no,28,travel_rarely,895,research_development,15,2,life_sciences,1,1102,1,male,50,3,1,laboratory_technician,3,divorced,2207,22482,1,y,no,16,3,4,80,1,4,5,2,4,2,2,2
no,34,travel_frequently,618,research_development,3,1,life_sciences,1,1103,1,male,45,3,2,healthcare_representative,4,single,7756,22266,0,y,no,17,3,3,80,0,7,1,2,6,2,0,4
no,37,travel_rarely,309,sales,10,4,life_sciences,1,1105,4,female,88,2,2,sales_executive,4,divorced,6694,24223,2,y,yes,14,3,3,80,3,8,5,3,1,0,0,0
yes,25,travel_rarely,1219,research_development,4,1,technical_degree,1,1106,4,male,32,3,1,laboratory_technician,4,married,3691,4605,1,y,yes,15,3,2,80,1,7,3,4,7,7,5,6
yes,26,travel_rarely,1330,research_development,21,3,medical,1,1107,1,male,37,3,1,laboratory_technician,3,divorced,2377,19373,1,y,no,20,4,3,80,1,1,0,2,1,1,0,0
yes,33,travel_rarely,1017,research_development,25,3,medical,1,1108,1,male,55,2,1,research_scientist,2,single,2313,2993,4,y,yes,20,4,2,80,0,5,0,3,2,2,2,2
no,42,travel_rarely,469,research_development,2,2,medical,1,1109,4,male,35,3,4,manager,1,married,17665,14399,0,y,no,17,3,4,80,1,23,3,3,22,6,13,7
yes,28,travel_frequently,1009,research_development,1,3,medical,1,1111,1,male,45,2,1,laboratory_technician,2,divorced,2596,7160,1,y,no,15,3,1,80,2,1,2,3,1,0,0,0
yes,50,travel_frequently,959,sales,1,4,other,1,1113,4,male,81,3,2,sales_executive,3,single,4728,17251,3,y,yes,14,3,4,80,0,5,4,3,0,0,0,0
no,33,travel_frequently,970,sales,7,3,life_sciences,1,1114,4,female,30,3,2,sales_executive,2,married,4302,13401,0,y,no,17,3,3,80,1,4,3,3,3,2,0,2
no,34,non_travel,697,research_development,3,4,life_sciences,1,1115,3,male,40,2,1,research_scientist,4,married,2979,22478,3,y,no,17,3,4,80,3,6,2,3,0,0,0,0
no,48,non_travel,1262,research_development,1,4,medical,1,1116,1,male,35,4,4,manager,4,single,16885,16154,2,y,no,22,4,3,80,0,27,3,2,5,4,2,1
no,45,non_travel,1050,sales,9,4,life_sciences,1,1117,2,female,65,2,2,sales_executive,3,married,5593,17970,1,y,no,13,3,4,80,1,15,2,3,15,10,4,12
no,52,travel_rarely,994,research_development,7,4,life_sciences,1,1118,2,male,87,3,3,healthcare_representative,2,single,10445,15322,7,y,no,19,3,4,80,0,18,4,3,8,6,4,0
no,38,travel_rarely,770,sales,10,4,marketing,1,1119,3,male,73,2,3,sales_executive,3,divorced,8740,5569,0,y,yes,14,3,2,80,2,9,2,3,8,7,2,7
no,29,travel_rarely,1107,research_development,28,4,life_sciences,1,1120,3,female,93,3,1,research_scientist,4,divorced,2514,26968,4,y,no,22,4,1,80,1,11,1,3,7,5,1,7
no,28,travel_rarely,950,research_development,3,3,medical,1,1121,4,female,93,3,3,manufacturing_director,2,divorced,7655,8039,0,y,no,17,3,2,80,3,10,3,2,9,7,1,7
no,46,travel_rarely,406,sales,3,1,marketing,1,1124,1,male,52,3,4,manager,3,married,17465,15596,3,y,no,12,3,4,80,1,23,3,3,12,9,4,9
no,38,travel_rarely,130,sales,2,2,marketing,1,1125,4,male,32,3,3,sales_executive,2,single,7351,20619,7,y,no,16,3,3,80,0,10,2,3,1,0,0,0
no,43,travel_frequently,1082,research_development,27,3,life_sciences,1,1126,3,female,83,3,3,manufacturing_director,1,married,10820,11535,8,y,no,11,3,3,80,1,18,1,3,8,7,0,1
yes,39,travel_frequently,203,research_development,2,3,life_sciences,1,1127,1,male,84,3,4,healthcare_representative,4,divorced,12169,13547,7,y,no,11,3,4,80,3,21,4,3,18,7,11,5
no,40,travel_rarely,1308,research_development,14,3,medical,1,1128,3,male,44,2,5,research_director,3,single,19626,17544,1,y,no,14,3,1,80,0,21,2,4,20,7,4,9
no,21,travel_rarely,984,research_development,1,1,technical_degree,1,1131,4,female,70,2,1,research_scientist,2,single,2070,25326,1,y,yes,11,3,3,80,0,2,6,4,2,2,2,2
no,39,non_travel,439,research_development,9,3,life_sciences,1,1132,3,male,70,3,2,laboratory_technician,2,single,6782,8770,9,y,no,15,3,3,80,0,9,2,2,5,4,0,3
no,36,non_travel,217,research_development,18,4,life_sciences,1,1133,1,male,78,3,2,manufacturing_director,4,single,7779,23238,2,y,no,20,4,1,80,0,18,0,3,11,9,0,9
no,31,travel_frequently,793,sales,20,3,life_sciences,1,1135,3,male,67,4,1,sales_representative,4,married,2791,21981,0,y,no,12,3,1,80,1,3,4,3,2,2,2,2
no,28,travel_rarely,1451,research_development,2,1,life_sciences,1,1136,1,male,67,2,1,research_scientist,2,married,3201,19911,0,y,no,17,3,1,80,0,6,2,1,5,3,0,4
no,35,travel_frequently,1182,sales,11,2,marketing,1,1137,4,male,54,3,2,sales_executive,4,divorced,4968,18500,1,y,no,11,3,4,80,1,5,3,3,5,2,0,2
no,49,travel_rarely,174,sales,8,4,technical_degree,1,1138,4,male,56,2,4,sales_executive,2,married,13120,11879,6,y,no,17,3,2,80,1,22,3,3,9,8,2,3
no,34,travel_frequently,1003,research_development,2,2,life_sciences,1,1140,4,male,95,3,2,manufacturing_director,3,single,4033,15834,2,y,no,11,3,4,80,0,5,3,2,3,2,0,2
no,29,travel_frequently,490,research_development,10,3,life_sciences,1,1143,4,female,61,3,1,research_scientist,2,divorced,3291,17940,0,y,no,14,3,4,80,2,8,2,2,7,5,1,1
no,42,travel_rarely,188,research_development,29,3,medical,1,1148,2,male,56,1,2,laboratory_technician,4,single,4272,9558,4,y,no,19,3,1,80,0,16,3,3,1,0,0,0
no,29,travel_rarely,718,research_development,8,1,medical,1,1150,2,male,79,2,2,manufacturing_director,4,married,5056,17689,1,y,yes,15,3,3,80,1,10,2,2,10,7,1,2
no,38,travel_rarely,433,human_resources,1,3,human_resources,1,1152,3,male,37,4,1,human_resources,3,married,2844,6004,1,y,no,13,3,4,80,1,7,2,4,7,6,5,0
no,28,travel_frequently,773,research_development,6,3,life_sciences,1,1154,3,male,39,2,1,research_scientist,3,divorced,2703,22088,1,y,yes,14,3,4,80,1,3,2,3,3,1,0,2
yes,18,non_travel,247,research_development,8,1,medical,1,1156,3,male,80,3,1,laboratory_technician,3,single,1904,13556,1,y,no,12,3,4,80,0,0,0,3,0,0,0,0
yes,33,travel_rarely,603,sales,9,4,marketing,1,1157,1,female,77,3,2,sales_executive,1,single,8224,18385,0,y,yes,17,3,1,80,0,6,3,3,5,2,0,3
no,41,travel_rarely,167,research_development,12,4,life_sciences,1,1158,2,male,46,3,1,laboratory_technician,4,married,4766,9051,3,y,yes,11,3,1,80,1,6,4,3,1,0,0,0
yes,31,travel_frequently,874,research_development,15,3,medical,1,1160,3,male,72,3,1,laboratory_technician,3,married,2610,6233,1,y,no,12,3,3,80,1,2,5,2,2,2,2,2
no,37,travel_rarely,367,research_development,25,2,medical,1,1161,3,female,52,2,2,healthcare_representative,4,divorced,5731,17171,7,y,no,13,3,3,80,2,9,2,3,6,2,1,3
no,27,travel_rarely,199,research_development,6,3,life_sciences,1,1162,4,male,55,2,1,research_scientist,3,married,2539,7950,1,y,no,13,3,3,80,1,4,0,3,4,2,2,2
no,34,travel_rarely,1400,sales,9,1,life_sciences,1,1163,2,female,70,3,2,sales_executive,3,married,5714,5829,1,y,no,20,4,1,80,0,6,3,2,6,5,1,3
no,35,travel_rarely,528,human_resources,8,4,technical_degree,1,1164,3,male,100,3,1,human_resources,3,single,4323,7108,1,y,no,17,3,2,80,0,6,2,1,5,4,1,4
yes,29,travel_rarely,408,sales,23,1,life_sciences,1,1165,4,female,45,2,3,sales_executive,1,married,7336,11162,1,y,no,13,3,1,80,1,11,3,1,11,8,3,10
no,40,travel_frequently,593,research_development,9,4,medical,1,1166,2,female,88,3,3,research_director,3,single,13499,13782,9,y,no,17,3,3,80,0,20,3,2,18,7,2,13
yes,42,travel_frequently,481,sales,12,3,life_sciences,1,1167,3,male,44,3,4,sales_executive,1,single,13758,2447,0,y,yes,12,3,2,80,0,22,2,2,21,9,13,14
no,42,travel_rarely,647,sales,4,4,marketing,1,1171,2,male,45,3,2,sales_executive,1,single,5155,2253,7,y,no,13,3,4,80,0,9,3,4,6,4,1,5
no,35,travel_rarely,982,research_development,1,4,medical,1,1172,4,male,58,2,1,laboratory_technician,3,married,2258,16340,6,y,no,12,3,2,80,1,10,2,3,8,0,1,7
no,24,travel_rarely,477,research_development,24,3,medical,1,1173,4,male,49,3,1,laboratory_technician,2,single,3597,6409,8,y,no,22,4,4,80,0,6,2,3,4,3,1,2
yes,28,travel_rarely,1485,research_development,12,1,life_sciences,1,1175,3,female,79,3,1,laboratory_technician,4,married,2515,22955,1,y,yes,11,3,4,80,0,1,4,2,1,1,0,0
no,26,travel_rarely,1384,research_development,3,4,medical,1,1177,1,male,82,4,1,laboratory_technician,4,married,4420,13421,1,y,no,22,4,2,80,1,8,2,3,8,7,0,7
no,30,travel_rarely,852,sales,10,3,marketing,1,1179,3,male,72,2,2,sales_executive,3,married,6578,2706,1,y,no,18,3,1,80,1,10,3,3,10,3,1,4
no,40,travel_frequently,902,research_development,26,2,medical,1,1180,3,female,92,2,2,research_scientist,4,married,4422,21203,3,y,yes,13,3,4,80,1,16,3,1,1,1,0,0
no,35,travel_rarely,819,research_development,2,3,life_sciences,1,1182,3,male,44,2,3,manufacturing_director,2,divorced,10274,19588,2,y,no,18,3,2,80,1,15,2,4,7,7,6,4
no,34,travel_frequently,669,research_development,1,3,medical,1,1184,4,male,97,2,2,healthcare_representative,1,single,5343,25755,0,y,no,20,4,3,80,0,14,3,3,13,9,4,9
no,35,travel_frequently,636,research_development,4,4,other,1,1185,4,male,47,2,1,laboratory_technician,4,married,2376,26537,1,y,no,13,3,2,80,1,2,2,4,2,2,2,2
yes,43,travel_rarely,1372,sales,9,3,marketing,1,1188,1,female,85,1,2,sales_executive,3,single,5346,9489,8,y,no,13,3,2,80,0,7,2,2,4,3,1,3
no,32,non_travel,862,sales,2,1,life_sciences,1,1190,3,female,76,3,1,sales_representative,1,divorced,2827,14947,1,y,no,12,3,3,80,3,1,3,3,1,0,0,0
no,56,travel_rarely,718,research_development,4,4,technical_degree,1,1191,4,female,92,3,5,manager,1,divorced,19943,18575,4,y,no,13,3,4,80,1,28,2,3,5,2,4,2
no,29,travel_rarely,1401,research_development,6,1,medical,1,1192,2,female,54,3,1,laboratory_technician,4,married,3131,26342,1,y,no,13,3,1,80,1,10,5,3,10,8,0,8
no,19,travel_rarely,645,research_development,9,2,life_sciences,1,1193,3,male,54,3,1,research_scientist,1,single,2552,7172,1,y,no,25,4,3,80,0,1,4,3,1,1,0,0
no,45,travel_rarely,1457,research_development,7,3,medical,1,1195,1,female,83,3,1,research_scientist,3,married,4477,20100,4,y,yes,19,3,3,80,1,7,2,2,3,2,0,2
no,37,travel_rarely,977,research_development,1,3,life_sciences,1,1196,4,female,56,2,2,manufacturing_director,4,married,6474,9961,1,y,no,13,3,2,80,1,14,2,2,14,8,3,11
no,20,travel_rarely,805,research_development,3,3,life_sciences,1,1198,1,male,87,2,1,laboratory_technician,3,single,3033,12828,1,y,no,12,3,1,80,0,2,2,2,2,2,1,2
yes,44,travel_rarely,1097,research_development,10,4,life_sciences,1,1200,3,male,96,3,1,research_scientist,3,single,2936,10826,1,y,yes,11,3,3,80,0,6,4,3,6,4,0,2
no,53,travel_rarely,1223,research_development,7,2,medical,1,1201,4,female,50,3,5,manager,3,divorced,18606,18640,3,y,no,18,3,2,80,1,26,6,3,7,7,4,7
no,29,travel_rarely,942,research_development,15,1,life_sciences,1,1202,2,female,69,1,1,research_scientist,4,married,2168,26933,0,y,yes,18,3,1,80,1,6,2,2,5,4,1,3
yes,22,travel_frequently,1256,research_development,3,4,life_sciences,1,1203,3,male,48,2,1,research_scientist,4,married,2853,4223,0,y,yes,11,3,2,80,1,1,5,3,0,0,0,0
no,46,travel_rarely,1402,sales,2,3,marketing,1,1204,3,female,69,3,4,manager,1,married,17048,24097,8,y,no,23,4,1,80,0,28,2,3,26,15,15,9
no,44,non_travel,111,research_development,17,3,life_sciences,1,1206,4,male,74,1,1,research_scientist,3,single,2290,4279,2,y,no,13,3,4,80,0,6,3,3,0,0,0,0
no,33,travel_rarely,147,human_resources,2,3,human_resources,1,1207,2,male,99,3,1,human_resources,3,married,3600,8429,1,y,no,13,3,4,80,1,5,2,3,5,4,1,4
yes,41,non_travel,906,research_development,5,2,life_sciences,1,1210,1,male,95,2,1,research_scientist,1,divorced,2107,20293,6,y,no,17,3,1,80,1,5,2,1,1,0,0,0
no,30,travel_rarely,1329,sales,29,4,life_sciences,1,1211,3,male,61,3,2,sales_executive,1,divorced,4115,13192,8,y,no,19,3,3,80,3,8,3,3,4,3,0,3
no,40,travel_frequently,1184,sales,2,4,medical,1,1212,2,male,62,3,2,sales_executive,2,married,4327,25440,5,y,no,12,3,4,80,3,5,2,3,0,0,0,0
no,50,travel_frequently,1421,research_development,2,3,medical,1,1215,4,female,30,3,4,manager,1,married,17856,9490,2,y,no,22,4,3,80,1,32,3,3,2,2,2,2
no,28,travel_rarely,1179,research_development,19,4,medical,1,1216,4,male,78,2,1,laboratory_technician,1,married,3196,12449,1,y,no,12,3,3,80,3,6,2,3,6,5,3,3
no,46,travel_rarely,1450,research_development,15,2,life_sciences,1,1217,4,male,52,3,5,research_director,2,married,19081,10849,5,y,no,11,3,1,80,1,25,2,3,4,2,0,3
no,35,travel_rarely,1361,sales,17,4,life_sciences,1,1218,3,male,94,3,2,sales_executive,1,married,8966,21026,3,y,yes,15,3,4,80,3,15,2,3,7,7,1,7
yes,24,travel_rarely,984,research_development,17,2,life_sciences,1,1219,4,female,97,3,1,laboratory_technician,2,married,2210,3372,1,y,no,13,3,1,80,1,1,3,1,1,0,0,0
no,33,travel_frequently,1146,sales,25,3,medical,1,1220,2,female,82,3,2,sales_executive,3,married,4539,4905,1,y,no,12,3,1,80,1,10,3,2,10,7,0,1
no,36,travel_rarely,917,research_development,6,4,life_sciences,1,1221,3,male,60,1,1,laboratory_technician,3,divorced,2741,6865,1,y,no,14,3,3,80,1,7,4,3,7,7,1,7
no,30,travel_rarely,853,research_development,7,4,life_sciences,1,1224,3,male,49,3,2,laboratory_technician,3,divorced,3491,11309,1,y,no,13,3,1,80,3,10,4,2,10,7,8,9
no,44,travel_rarely,200,research_development,29,4,other,1,1225,4,male,32,3,2,research_scientist,4,single,4541,7744,1,y,no,25,4,2,80,0,20,3,3,20,11,13,17
no,20,travel_rarely,654,sales,21,3,marketing,1,1226,3,male,43,4,1,sales_representative,4,single,2678,5050,1,y,no,17,3,4,80,0,2,2,3,2,1,2,2
no,46,travel_rarely,150,research_development,2,4,technical_degree,1,1228,4,male,60,3,2,manufacturing_director,4,divorced,7379,17433,2,y,no,11,3,3,80,1,12,3,2,6,3,1,4
no,42,non_travel,179,human_resources,2,5,medical,1,1231,4,male,79,4,2,human_resources,1,married,6272,12858,7,y,no,16,3,1,80,1,10,3,4,4,3,0,3
no,60,travel_rarely,696,sales,7,4,marketing,1,1233,2,male,52,4,2,sales_executive,4,divorced,5220,10893,0,y,yes,18,3,2,80,1,12,3,3,11,7,1,9
no,32,travel_frequently,116,research_development,13,3,other,1,1234,3,female,77,2,1,laboratory_technician,2,married,2743,7331,1,y,no,20,4,3,80,1,2,2,3,2,2,2,2
no,32,travel_frequently,1316,research_development,2,2,life_sciences,1,1235,4,female,38,3,2,research_scientist,3,single,4998,2338,4,y,yes,14,3,4,80,0,10,2,3,8,7,0,7
no,36,travel_rarely,363,research_development,1,3,technical_degree,1,1237,3,female,77,1,3,manufacturing_director,1,divorced,10252,4235,2,y,yes,21,4,3,80,1,17,2,3,7,7,7,7
no,33,travel_rarely,117,research_development,9,3,medical,1,1238,1,male,60,3,1,research_scientist,4,married,2781,6311,0,y,no,13,3,2,80,1,15,5,3,14,10,4,10
no,40,travel_rarely,107,sales,10,3,technical_degree,1,1239,2,female,84,2,2,sales_executive,2,divorced,6852,11591,7,y,no,12,3,2,80,1,7,2,4,5,1,1,3
no,25,travel_rarely,1356,sales,10,4,life_sciences,1,1240,3,male,57,3,2,sales_executive,4,single,4950,20623,0,y,no,14,3,2,80,0,5,4,3,4,3,1,1
no,30,travel_rarely,1465,research_development,1,3,medical,1,1241,4,male,63,3,1,research_scientist,2,married,3579,9369,0,y,yes,21,4,1,80,1,12,2,3,11,9,5,7
no,42,travel_frequently,458,research_development,26,5,medical,1,1242,1,female,60,3,3,research_director,1,married,13191,23281,3,y,yes,17,3,3,80,0,20,6,3,1,0,0,0
no,35,non_travel,1212,sales,8,2,marketing,1,1243,3,female,78,2,3,sales_executive,4,married,10377,13755,4,y,yes,11,3,2,80,1,16,6,2,13,2,4,12
no,27,travel_rarely,1103,research_development,14,3,life_sciences,1,1244,1,male,42,3,1,research_scientist,1,married,2235,14377,1,y,yes,14,3,4,80,2,9,3,2,9,7,6,8
no,54,travel_frequently,966,research_development,1,4,life_sciences,1,1245,4,female,53,3,3,manufacturing_director,3,divorced,10502,9659,7,y,no,17,3,1,80,1,33,2,1,5,4,1,4
no,44,travel_rarely,1117,research_development,2,1,life_sciences,1,1246,1,female,72,4,1,research_scientist,4,married,2011,19982,1,y,no,13,3,4,80,1,10,5,3,10,5,7,7
yes,19,non_travel,504,research_development,10,3,medical,1,1248,1,female,96,2,1,research_scientist,2,single,1859,6148,1,y,yes,25,4,2,80,0,1,2,4,1,1,0,0
no,29,travel_rarely,1010,research_development,1,3,life_sciences,1,1249,1,female,97,3,1,research_scientist,4,divorced,3760,5598,1,y,no,15,3,1,80,3,3,5,3,3,2,1,2
no,54,travel_rarely,685,research_development,3,3,life_sciences,1,1250,4,male,85,3,4,research_director,4,married,17779,23474,3,y,no,14,3,1,80,0,36,2,3,10,9,0,9
no,31,travel_rarely,1332,research_development,11,2,medical,1,1251,3,male,80,3,2,healthcare_representative,1,married,6833,17089,1,y,yes,12,3,4,80,0,6,2,2,6,5,0,1
no,31,travel_rarely,1062,research_development,24,3,medical,1,1252,3,female,96,2,2,healthcare_representative,1,single,6812,17198,1,y,no,19,3,2,80,0,10,2,3,10,9,1,8
no,59,travel_rarely,326,sales,3,3,life_sciences,1,1254,3,female,48,2,2,sales_executive,4,single,5171,16490,5,y,no,17,3,4,80,0,13,2,3,6,1,0,5
no,43,travel_rarely,920,research_development,3,3,life_sciences,1,1255,3,male,96,1,5,research_director,4,married,19740,18625,3,y,no,14,3,2,80,1,25,2,3,8,7,0,7
no,49,travel_rarely,1098,research_development,4,2,medical,1,1256,1,male,85,2,5,manager,3,married,18711,12124,2,y,no,13,3,3,80,1,23,2,4,1,0,0,0
no,36,travel_frequently,469,research_development,3,3,technical_degree,1,1257,3,male,46,3,1,research_scientist,2,married,3692,9256,1,y,no,12,3,3,80,0,12,2,2,11,10,0,7
no,48,travel_rarely,969,research_development,2,2,technical_degree,1,1258,4,male,76,4,1,laboratory_technician,2,single,2559,16620,5,y,no,11,3,3,80,0,7,4,2,1,0,0,0
no,27,travel_rarely,1167,research_development,4,2,life_sciences,1,1259,1,male,76,3,1,research_scientist,3,divorced,2517,3208,1,y,no,11,3,2,80,3,5,2,3,5,3,0,3
no,29,travel_rarely,1329,research_development,7,3,life_sciences,1,1260,3,male,82,3,2,healthcare_representative,4,divorced,6623,4204,1,y,yes,11,3,2,80,2,6,2,3,6,0,1,0
no,48,travel_rarely,715,research_development,1,3,life_sciences,1,1263,4,male,76,2,5,research_director,4,single,18265,8733,6,y,no,12,3,3,80,0,25,3,4,1,0,0,0
no,29,travel_rarely,694,research_development,1,3,life_sciences,1,1264,4,female,87,2,4,research_director,4,divorced,16124,3423,3,y,no,14,3,2,80,2,9,2,2,7,7,1,7
no,34,travel_rarely,1320,research_development,20,3,technical_degree,1,1265,3,female,89,4,1,research_scientist,3,married,2585,21643,0,y,no,17,3,4,80,0,2,5,2,1,0,0,0
no,44,travel_rarely,1099,sales,5,3,marketing,1,1267,2,male,88,3,5,manager,2,married,18213,8751,7,y,no,11,3,3,80,1,26,5,3,22,9,3,10
no,33,travel_rarely,536,sales,10,5,marketing,1,1268,4,male,82,4,3,sales_executive,3,divorced,8380,21708,0,y,yes,14,3,4,80,2,10,3,3,9,8,0,8
